Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-11-25,71.69000244140625,70.05999755859375,71.4800033569336,70.27999877929688,2230200.0,64.29679870605469,EIX
2019-11-26,70.52999877929688,68.45999908447266,70.0199966430664,69.0,4825800.0,63.12577438354492,EIX
2019-11-27,70.5999984741211,68.88999938964844,69.29000091552734,69.83000183105469,4465600.0,63.88510513305664,EIX
2019-11-29,70.41000366210938,68.66999816894531,70.1500015258789,69.0999984741211,2520100.0,63.217262268066406,EIX
2019-12-02,71.73999786376953,68.1500015258789,68.91000366210938,71.55999755859375,4371700.0,65.46780395507812,EIX
2019-12-03,72.52999877929688,71.38999938964844,71.77999877929688,71.73999786376953,2778800.0,65.63250732421875,EIX
2019-12-04,72.08999633789062,70.77999877929688,71.47000122070312,71.0,3479400.0,64.95550537109375,EIX
2019-12-05,71.94000244140625,70.83000183105469,70.98999786376953,71.33999633789062,2069800.0,65.26655578613281,EIX
2019-12-06,71.91999816894531,71.0,71.0,71.37000274658203,1811100.0,65.29400634765625,EIX
2019-12-09,71.66000366210938,70.87999725341797,71.66000366210938,71.01000213623047,1178800.0,64.96464538574219,EIX
2019-12-10,71.52999877929688,70.94000244140625,71.04000091552734,71.27999877929688,1525100.0,65.211669921875,EIX
2019-12-11,71.93000030517578,70.87999725341797,71.56999969482422,71.52999877929688,2392300.0,65.44037628173828,EIX
2019-12-12,71.94000244140625,71.13999938964844,71.37999725341797,71.44999694824219,1535500.0,65.36719512939453,EIX
2019-12-13,72.97000122070312,71.26000213623047,72.0,72.69000244140625,2192400.0,66.50163269042969,EIX
2019-12-16,74.0,72.30000305175781,72.7699966430664,74.0,1944800.0,67.70010375976562,EIX
2019-12-17,74.16999816894531,73.16999816894531,73.77999877929688,73.55000305175781,2018900.0,67.28840637207031,EIX
2019-12-18,74.4800033569336,72.08999633789062,73.86000061035156,74.2699966430664,3719000.0,67.94711303710938,EIX
2019-12-19,74.5999984741211,73.31999969482422,74.5199966430664,73.41999816894531,2120500.0,67.16947174072266,EIX
2019-12-20,75.45999908447266,73.30000305175781,73.52999877929688,75.19000244140625,5259300.0,68.7887954711914,EIX
2019-12-23,75.83999633789062,74.62000274658203,75.0,74.80999755859375,1407900.0,68.4411392211914,EIX
2019-12-24,75.06999969482422,74.66000366210938,74.83000183105469,74.81999969482422,572300.0,68.4502944946289,EIX
2019-12-26,75.41999816894531,74.70999908447266,75.06999969482422,75.3499984741211,1044200.0,68.93516540527344,EIX
2019-12-27,75.48999786376953,74.70999908447266,75.44000244140625,75.22000122070312,1406300.0,68.81623840332031,EIX
2019-12-30,74.94999694824219,73.9000015258789,74.56999969482422,74.70999908447266,2004700.0,68.93434143066406,EIX
2019-12-31,75.47000122070312,74.61000061035156,74.69000244140625,75.41000366210938,1556600.0,69.58023071289062,EIX
2020-01-02,75.58000183105469,74.30999755859375,74.70999908447266,74.37999725341797,2632200.0,68.62985229492188,EIX
2020-01-03,74.87000274658203,74.12999725341797,74.31999969482422,74.77999877929688,1459400.0,68.99893188476562,EIX
2020-01-06,75.19000244140625,74.25,74.76000213623047,75.12999725341797,1360100.0,69.32186889648438,EIX
2020-01-07,76.19999694824219,74.83999633789062,75.12999725341797,75.86000061035156,1610400.0,69.99542236328125,EIX
2020-01-08,76.83000183105469,75.68000030517578,76.1500015258789,75.73999786376953,1886200.0,69.88471221923828,EIX
2020-01-09,76.20999908447266,75.41000366210938,75.7300033569336,76.13999938964844,1414200.0,70.25379180908203,EIX
2020-01-10,76.5,75.11000061035156,76.13999938964844,75.5,1676900.0,69.66326904296875,EIX
2020-01-13,75.88999938964844,75.26000213623047,75.33999633789062,75.37000274658203,1243700.0,69.54332733154297,EIX
2020-01-14,75.66000366210938,74.62000274658203,75.29000091552734,75.02999877929688,2325800.0,69.22959899902344,EIX
2020-01-15,77.2699966430664,75.79000091552734,75.79000091552734,76.93000030517578,1983200.0,70.98272705078125,EIX
2020-01-16,77.0,76.30000305175781,76.88999938964844,76.55999755859375,1681200.0,70.64131927490234,EIX
2020-01-17,77.47000122070312,76.62999725341797,76.69000244140625,76.95999908447266,1626300.0,71.0103988647461,EIX
2020-01-21,78.26000213623047,77.04000091552734,77.0999984741211,78.19999694824219,1675000.0,72.15453338623047,EIX
2020-01-22,78.48999786376953,76.86000061035156,78.3499984741211,77.06999969482422,1503900.0,71.11189270019531,EIX
2020-01-23,77.83999633789062,76.83999633789062,76.94000244140625,77.69000244140625,1388000.0,71.68396759033203,EIX
2020-01-24,77.98999786376953,76.73999786376953,77.4800033569336,76.91999816894531,1535100.0,70.97348022460938,EIX
2020-01-27,77.37999725341797,76.0199966430664,76.97000122070312,76.20999908447266,1475700.0,70.31837463378906,EIX
2020-01-28,77.25,76.37000274658203,76.37000274658203,76.80000305175781,1587500.0,70.86276245117188,EIX
2020-01-29,77.22000122070312,76.54000091552734,76.77999877929688,76.9800033569336,1239600.0,71.02884674072266,EIX
2020-01-30,77.01000213623047,76.5,76.80000305175781,76.66999816894531,1318100.0,70.74281311035156,EIX
2020-01-31,77.38999938964844,76.30999755859375,76.55000305175781,76.55000305175781,2950500.0,70.63209533691406,EIX
2020-02-03,77.8499984741211,76.58999633789062,76.76000213623047,77.66000366210938,1315400.0,71.65628814697266,EIX
2020-02-04,77.94000244140625,75.08000183105469,77.94000244140625,75.47000122070312,2916500.0,69.6355972290039,EIX
2020-02-05,77.66999816894531,75.58000183105469,75.76000213623047,77.33000183105469,1695400.0,71.35179901123047,EIX
2020-02-06,77.61000061035156,76.22000122070312,77.41999816894531,76.29000091552734,1329500.0,70.39219665527344,EIX
2020-02-07,77.31999969482422,76.20999908447266,76.37000274658203,77.0,1195300.0,71.04730987548828,EIX
2020-02-10,78.30999755859375,76.7300033569336,77.20999908447266,78.19999694824219,1047600.0,72.15453338623047,EIX
2020-02-11,78.93000030517578,77.94000244140625,78.48999786376953,78.0,1630700.0,71.97000122070312,EIX
2020-02-12,78.08999633789062,77.27999877929688,77.88999938964844,77.5,1462200.0,71.5086441040039,EIX
2020-02-13,77.94999694824219,76.5999984741211,77.66999816894531,77.37000274658203,1534800.0,71.38871002197266,EIX
2020-02-14,77.5199966430664,76.91000366210938,77.44999694824219,77.13999938964844,1323600.0,71.1764907836914,EIX
2020-02-18,77.56999969482422,76.9000015258789,77.37999725341797,77.12000274658203,1707600.0,71.15802764892578,EIX
2020-02-19,78.06999969482422,76.41000366210938,77.16000366210938,76.63999938964844,1671300.0,70.71514129638672,EIX
2020-02-20,77.41999816894531,76.51000213623047,76.56999969482422,77.31999969482422,1498900.0,71.34256744384766,EIX
2020-02-21,78.52999877929688,77.04000091552734,77.19999694824219,77.56999969482422,1441500.0,71.5732421875,EIX
2020-02-24,77.80999755859375,76.30999755859375,77.75,76.31999969482422,1404000.0,70.41986846923828,EIX
2020-02-25,76.80999755859375,74.76000213623047,76.41000366210938,75.08000183105469,1652100.0,69.2757339477539,EIX
2020-02-26,75.8499984741211,74.26000213623047,75.05999755859375,74.30999755859375,1679400.0,68.56526184082031,EIX
2020-02-27,74.20999908447266,69.8499984741211,74.01000213623047,70.25,2110200.0,64.81912994384766,EIX
2020-02-28,68.94000244140625,65.26000213623047,68.58000183105469,67.19000244140625,5410600.0,61.99570083618164,EIX
2020-03-02,70.47000122070312,67.11000061035156,67.52999877929688,70.44000244140625,3847800.0,64.99444580078125,EIX
2020-03-03,71.81999969482422,67.91000366210938,69.80999755859375,68.30000305175781,4350600.0,63.01988983154297,EIX
2020-03-04,70.16999816894531,68.13999938964844,68.80999755859375,70.16000366210938,4519500.0,64.73609161376953,EIX
2020-03-05,71.06999969482422,68.51000213623047,69.52999877929688,69.01000213623047,2115200.0,63.67499923706055,EIX
2020-03-06,68.20999908447266,66.16999816894531,67.44999694824219,67.58999633789062,3461300.0,62.364768981933594,EIX
2020-03-09,66.44000244140625,61.7599983215332,65.23999786376953,61.7599983215332,3728300.0,56.9854736328125,EIX
2020-03-10,64.05000305175781,60.20000076293945,62.560001373291016,63.88999938964844,5080200.0,58.950809478759766,EIX
2020-03-11,62.08000183105469,58.630001068115234,62.08000183105469,59.7400016784668,3380100.0,55.121639251708984,EIX
2020-03-12,56.54999923706055,51.279998779296875,56.040000915527344,52.43000030517578,4432200.0,48.37676239013672,EIX
2020-03-13,55.349998474121094,49.779998779296875,54.939998626708984,53.25,4280700.0,49.133365631103516,EIX
2020-03-16,51.11000061035156,43.630001068115234,48.470001220703125,46.150001525878906,4654000.0,42.582252502441406,EIX
2020-03-17,53.959999084472656,45.54999923706055,47.040000915527344,51.36000061035156,4838500.0,47.38947296142578,EIX
2020-03-18,50.81999969482422,45.779998779296875,48.40999984741211,49.040000915527344,5257200.0,45.24882888793945,EIX
2020-03-19,49.279998779296875,45.0,48.5099983215332,48.7599983215332,3083500.0,44.990482330322266,EIX
2020-03-20,51.56999969482422,46.560001373291016,48.869998931884766,46.86000061035156,4052700.0,43.237361907958984,EIX
2020-03-23,48.41999816894531,44.13999938964844,46.459999084472656,44.470001220703125,3527700.0,41.032127380371094,EIX
2020-03-24,51.20000076293945,45.970001220703125,46.33000183105469,50.380001068115234,2995100.0,46.48523712158203,EIX
2020-03-25,56.790000915527344,50.029998779296875,50.029998779296875,53.81999969482422,3338300.0,49.659297943115234,EIX
2020-03-26,59.54999923706055,53.849998474121094,54.130001068115234,57.72999954223633,3211100.0,53.267024993896484,EIX
2020-03-27,57.56999969482422,54.18000030517578,55.099998474121094,55.36000061035156,2840100.0,51.08025360107422,EIX
2020-03-30,57.16999816894531,54.43000030517578,55.709999084472656,56.310001373291016,2756500.0,52.56256866455078,EIX
2020-03-31,56.439998626708984,54.099998474121094,56.439998626708984,54.790000915527344,2190900.0,51.14371871948242,EIX
2020-04-01,54.220001220703125,49.79999923706055,52.27000045776367,51.27000045776367,2219800.0,47.85797882080078,EIX
2020-04-02,53.20000076293945,50.0099983215332,50.0099983215332,51.529998779296875,2032400.0,48.10067367553711,EIX
2020-04-03,51.93000030517578,48.33000183105469,50.959999084472656,49.36000061035156,3612700.0,46.07508850097656,EIX
2020-04-06,55.0,51.4900016784668,51.599998474121094,53.16999816894531,4539900.0,49.63153076171875,EIX
2020-04-07,55.58000183105469,53.29999923706055,55.0099983215332,54.029998779296875,2094900.0,50.434295654296875,EIX
2020-04-08,58.31999969482422,53.77000045776367,54.279998779296875,57.56999969482422,3118700.0,53.73870849609375,EIX
2020-04-09,61.900001525878906,58.15999984741211,58.31999969482422,60.27000045776367,3753200.0,56.259029388427734,EIX
2020-04-13,59.9900016784668,58.0099983215332,59.68000030517578,59.38999938964844,2521700.0,55.437591552734375,EIX
2020-04-14,60.91999816894531,58.400001525878906,60.63999938964844,59.86000061035156,2695700.0,55.87630844116211,EIX
2020-04-15,59.4900016784668,57.52000045776367,58.47999954223633,57.880001068115234,2208600.0,54.028079986572266,EIX
2020-04-16,60.66999816894531,58.0,58.0,59.81999969482422,3193900.0,55.83897018432617,EIX
2020-04-17,62.40999984741211,59.83000183105469,61.0099983215332,62.060001373291016,2434600.0,57.92989730834961,EIX
2020-04-20,61.75,60.0,61.29999923706055,60.0099983215332,2435300.0,56.016326904296875,EIX
2020-04-21,59.95000076293945,57.369998931884766,59.06999969482422,58.189998626708984,1963500.0,54.31745147705078,EIX
2020-04-22,59.560001373291016,58.2599983215332,59.349998474121094,58.9900016784668,2028700.0,55.06421661376953,EIX
2020-04-23,60.369998931884766,58.060001373291016,58.9900016784668,58.22999954223633,2220300.0,54.35478591918945,EIX
2020-04-24,59.38999938964844,57.369998931884766,58.650001525878906,59.25,2117800.0,55.30690383911133,EIX
2020-04-27,61.099998474121094,59.939998626708984,59.95000076293945,60.75,1564100.0,56.70708465576172,EIX
2020-04-28,63.130001068115234,61.400001525878906,61.93000030517578,62.189998626708984,2150000.0,58.05125045776367,EIX
2020-04-29,63.380001068115234,60.27000045776367,62.9900016784668,60.369998931884766,2683000.0,56.35236740112305,EIX
2020-04-30,59.81999969482422,57.66999816894531,59.810001373291016,58.709999084472656,2009600.0,54.80284118652344,EIX
2020-05-01,57.880001068115234,54.56999969482422,57.5,55.689998626708984,2563800.0,51.98382568359375,EIX
2020-05-04,56.41999816894531,55.150001525878906,56.15999984741211,56.33000183105469,2865000.0,52.581233978271484,EIX
2020-05-05,58.040000915527344,56.369998931884766,56.63999938964844,56.38999938964844,1685300.0,52.63724136352539,EIX
2020-05-06,56.599998474121094,53.790000915527344,56.599998474121094,54.040000915527344,1564700.0,50.44363784790039,EIX
2020-05-07,55.02000045776367,53.439998626708984,54.18000030517578,54.529998779296875,3175100.0,50.90102005004883,EIX
2020-05-08,57.310001373291016,55.349998474121094,55.41999816894531,57.04999923706055,1507300.0,53.25331497192383,EIX
2020-05-11,57.150001525878906,55.560001373291016,56.61000061035156,56.81999969482422,1710900.0,53.03862380981445,EIX
2020-05-12,58.13999938964844,56.18000030517578,57.119998931884766,56.40999984741211,1949600.0,52.655906677246094,EIX
