Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-11-25,195.0,192.38999938964844,193.89999389648438,194.6999969482422,1115200.0,191.9046630859375,EL
2019-11-26,196.4499969482422,193.89999389648438,195.42999267578125,195.4199981689453,1761600.0,192.61431884765625,EL
2019-11-27,196.42999267578125,194.49000549316406,195.3699951171875,195.9600067138672,1500200.0,193.62216186523438,EL
2019-11-29,196.36000061035156,194.1199951171875,194.82000732421875,195.47000122070312,631400.0,193.1380157470703,EL
2019-12-02,195.82000732421875,193.83999633789062,195.05999755859375,195.58999633789062,1178400.0,193.2565460205078,EL
2019-12-03,194.66000366210938,192.1699981689453,194.2899932861328,193.8300018310547,1459700.0,191.517578125,EL
2019-12-04,198.27000427246094,193.8300018310547,194.85000610351562,197.8699951171875,1688100.0,195.50936889648438,EL
2019-12-05,198.5,195.14999389648438,197.92999267578125,196.3000030517578,2172900.0,193.9580841064453,EL
2019-12-06,198.8800048828125,196.8800048828125,198.55999755859375,197.9199981689453,784100.0,195.5587615966797,EL
2019-12-09,199.7100067138672,196.85000610351562,198.72000122070312,198.6999969482422,1140700.0,196.3294677734375,EL
2019-12-10,198.27000427246094,196.1999969482422,198.08999633789062,197.9199981689453,1755400.0,195.5587615966797,EL
2019-12-11,200.64999389648438,197.99000549316406,198.5,198.55999755859375,1139300.0,196.19113159179688,EL
2019-12-12,200.9199981689453,198.27000427246094,198.5500030517578,200.6199951171875,1114200.0,198.2265625,EL
2019-12-13,203.75999450683594,199.67999267578125,201.0,203.2100067138672,1017800.0,200.78565979003906,EL
2019-12-16,205.72999572753906,202.8000030517578,204.77000427246094,204.02999877929688,1273000.0,201.5959014892578,EL
2019-12-17,202.82000732421875,198.47000122070312,202.75,202.42999267578125,1901000.0,200.0149688720703,EL
2019-12-18,204.8300018310547,202.92999267578125,203.1699981689453,203.94000244140625,1223100.0,201.5069580078125,EL
2019-12-19,205.9199981689453,203.58999633789062,204.7100067138672,204.2899932861328,1213600.0,201.85276794433594,EL
2019-12-20,207.97999572753906,204.5800018310547,204.5800018310547,206.86000061035156,3176800.0,204.39212036132812,EL
2019-12-23,207.47000122070312,205.36000061035156,207.47000122070312,205.97000122070312,1240200.0,203.5127410888672,EL
2019-12-24,206.25999450683594,205.25,205.8800048828125,205.4499969482422,327800.0,202.9989471435547,EL
2019-12-26,207.55999755859375,205.63999938964844,206.0,207.24000549316406,1092600.0,204.7676239013672,EL
2019-12-27,208.25999450683594,206.82000732421875,207.6199951171875,207.9499969482422,495000.0,205.46910095214844,EL
2019-12-30,208.3300018310547,205.9600067138672,207.92999267578125,206.39999389648438,680600.0,203.93759155273438,EL
2019-12-31,207.11000061035156,205.58999633789062,205.6999969482422,206.5399932861328,541500.0,204.07594299316406,EL
2020-01-02,207.86000061035156,205.80999755859375,206.5399932861328,206.25999450683594,1138700.0,203.7992706298828,EL
2020-01-03,206.5500030517578,203.72999572753906,204.52999877929688,204.6999969482422,1076200.0,202.25787353515625,EL
2020-01-06,207.5,203.4499969482422,203.80999755859375,207.36000061035156,2428900.0,204.8861541748047,EL
2020-01-07,207.2100067138672,205.17999267578125,206.00999450683594,206.0500030517578,1180600.0,203.59181213378906,EL
2020-01-08,209.38999938964844,206.0,207.47999572753906,207.72000122070312,1614300.0,205.24185180664062,EL
2020-01-09,212.02000427246094,207.11000061035156,209.0399932861328,211.9600067138672,1277100.0,209.43128967285156,EL
2020-01-10,212.1300048828125,210.24000549316406,212.1300048828125,211.6199951171875,1212800.0,209.09532165527344,EL
2020-01-13,213.52999877929688,210.4499969482422,211.6199951171875,213.47000122070312,1235500.0,210.92324829101562,EL
2020-01-14,216.5800018310547,213.27000427246094,213.75,215.6999969482422,1434500.0,213.12667846679688,EL
2020-01-15,219.11000061035156,216.0,216.0,218.49000549316406,1696500.0,215.88339233398438,EL
2020-01-16,219.2899932861328,217.1999969482422,218.49000549316406,217.94000244140625,1623800.0,215.33993530273438,EL
2020-01-17,220.4199981689453,218.39999389648438,219.05999755859375,219.8800048828125,1147000.0,217.25677490234375,EL
2020-01-21,217.92999267578125,212.72999572753906,215.41000366210938,217.72999572753906,2104100.0,215.13243103027344,EL
2020-01-22,217.6199951171875,211.52999877929688,216.25999450683594,212.63999938964844,2528600.0,210.10316467285156,EL
2020-01-23,211.5800018310547,206.7100067138672,209.08999633789062,208.8699951171875,2781200.0,206.37815856933594,EL
2020-01-24,209.58999633789062,204.3300018310547,209.0,205.33999633789062,2420800.0,202.89024353027344,EL
2020-01-27,198.24000549316406,191.07000732421875,192.00999450683594,196.99000549316406,4042600.0,194.639892578125,EL
2020-01-28,199.1300048828125,195.10000610351562,197.9600067138672,197.11000061035156,2035600.0,194.7584228515625,EL
2020-01-29,200.30999755859375,197.9499969482422,198.66000366210938,198.72999572753906,1446100.0,196.359130859375,EL
2020-01-30,198.99000549316406,195.1300048828125,197.67999267578125,198.6699981689453,1497600.0,196.29983520507812,EL
2020-01-31,198.7899932861328,194.6699981689453,197.60000610351562,195.16000366210938,1620600.0,192.8317108154297,EL
2020-02-03,199.30999755859375,195.0399932861328,195.67999267578125,196.1999969482422,2301600.0,193.85931396484375,EL
2020-02-04,202.22000122070312,198.4600067138672,199.39999389648438,200.4199981689453,2252200.0,198.02896118164062,EL
2020-02-05,204.25,200.5500030517578,203.60000610351562,201.32000732421875,2293800.0,198.91824340820312,EL
2020-02-06,213.4499969482422,205.11000061035156,210.97999572753906,211.52999877929688,4056300.0,209.00637817382812,EL
2020-02-07,210.0,204.63999938964844,209.8699951171875,208.9600067138672,3386200.0,206.46705627441406,EL
2020-02-10,209.0399932861328,205.94000244140625,207.57000732421875,208.67999267578125,1689900.0,206.19039916992188,EL
2020-02-11,211.35000610351562,209.0399932861328,210.4199981689453,209.82000732421875,1468700.0,207.3168182373047,EL
2020-02-12,215.00999450683594,211.16000366210938,211.36000061035156,214.7899932861328,2141100.0,212.22750854492188,EL
2020-02-13,216.17999267578125,212.97000122070312,213.74000549316406,214.88999938964844,1818700.0,212.32632446289062,EL
2020-02-14,215.61000061035156,213.82000732421875,215.47000122070312,215.00999450683594,1442800.0,212.44488525390625,EL
2020-02-18,214.8800048828125,211.17999267578125,214.83999633789062,211.44000244140625,2122600.0,208.91746520996094,EL
2020-02-19,213.47999572753906,210.4199981689453,212.5,213.1199951171875,1768500.0,210.5774383544922,EL
2020-02-20,213.86000061035156,208.8800048828125,212.63999938964844,211.32000732421875,2379900.0,208.79891967773438,EL
