Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-11-25,73.58999633789062,72.06999969482422,72.81999969482422,73.5199966430664,3129200.0,68.92900085449219,EOG
2019-11-26,73.68000030517578,71.8499984741211,73.4800033569336,71.91000366210938,3320000.0,67.4195556640625,EOG
2019-11-27,72.55999755859375,71.33000183105469,72.06999969482422,72.3499984741211,2346500.0,67.83206939697266,EOG
2019-11-29,71.8499984741211,70.45999908447266,71.37000274658203,70.9000015258789,1497600.0,66.47261810302734,EOG
2019-12-02,72.62000274658203,70.70999908447266,71.62000274658203,70.79000091552734,3938000.0,66.36949157714844,EOG
2019-12-03,70.12000274658203,68.08000183105469,70.01000213623047,68.77999877929688,4555500.0,64.48499298095703,EOG
2019-12-04,72.55000305175781,69.62999725341797,69.72000122070312,72.05000305175781,5310600.0,67.5508041381836,EOG
2019-12-05,72.80999755859375,70.16000366210938,72.5199966430664,70.58999633789062,3480500.0,66.18196868896484,EOG
2019-12-06,74.12000274658203,70.69999694824219,70.91000366210938,73.95999908447266,4368000.0,69.3415298461914,EOG
2019-12-09,74.9000015258789,72.77999877929688,73.27999877929688,74.51000213623047,3752000.0,69.8572006225586,EOG
2019-12-10,75.0999984741211,73.73999786376953,74.05000305175781,74.83999633789062,3646900.0,70.16657257080078,EOG
2019-12-11,75.02999877929688,74.05000305175781,74.76000213623047,74.66999816894531,3158900.0,70.0072021484375,EOG
2019-12-12,77.12000274658203,74.37000274658203,74.66000366210938,76.70999908447266,3754800.0,71.91980743408203,EOG
2019-12-13,77.6500015258789,75.38999938964844,77.45999908447266,75.48999786376953,2728900.0,70.77599334716797,EOG
2019-12-16,78.16000366210938,75.98999786376953,76.25,77.91000366210938,6744500.0,73.04487609863281,EOG
2019-12-17,79.5,78.05000305175781,78.12000274658203,78.80999755859375,5506500.0,73.88867950439453,EOG
2019-12-18,81.36000061035156,78.80999755859375,78.91000366210938,80.58999633789062,7742700.0,75.5575180053711,EOG
2019-12-19,81.66000366210938,79.69000244140625,80.16999816894531,81.25,6791700.0,76.17630767822266,EOG
2019-12-20,83.62000274658203,81.4000015258789,82.72000122070312,82.66000366210938,9119000.0,77.49825286865234,EOG
2019-12-23,83.5,81.81999969482422,82.36000061035156,83.37999725341797,3159100.0,78.17330169677734,EOG
2019-12-24,84.5,83.52999877929688,83.80000305175781,83.80999755859375,1236200.0,78.57645416259766,EOG
2019-12-26,84.69000244140625,83.47000122070312,84.29000091552734,83.6500015258789,2588800.0,78.42644500732422,EOG
