Companies,PFIZER,PFIZER,PFIZER,PFIZER,PFIZER,PFIZER,PFIZER,ASTRAZENECA,ASTRAZENECA,ASTRAZENECA,ASTRAZENECA,ASTRAZENECA,ASTRAZENECA,ASTRAZENECA,BIONTECH,BIONTECH,BIONTECH,BIONTECH,BIONTECH,BIONTECH,BIONTECH,MODERNA,MODERNA,MODERNA,MODERNA,MODERNA,MODERNA,MODERNA,NOVAVAX,NOVAVAX,NOVAVAX,NOVAVAX,NOVAVAX,NOVAVAX,NOVAVAX
2020-01-14,38.02656555175781,37.286529541015625,37.40986633300781,38.0170783996582,20919160.0,36.52503204345703,0.6072120666503906,50.2400016784668,49.63999938964844,49.77000045776367,50.18000030517578,2230800.0,48.78784942626953,0.4099998474121094,35.474998474121094,33.220001220703125,35.29999923706055,34.529998779296875,266300,34.529998779296875,-0.7700004577636719,20.49799919128418,19.549999237060547,20.450000762939453,20.0,1782800,20.0,-0.4500007629394531,4.050000190734863,3.7699999809265137,3.9100000858306885,3.990000009536743,924700,3.990000009536743,0.07999992370605469
2020-01-15,38.776092529296875,38.11195373535156,38.13093185424805,38.58633804321289,23925800.0,37.07195281982422,0.45540618896484375,51.06999969482422,50.529998779296875,50.540000915527344,50.79999923706055,2489400.0,49.39064407348633,0.2599983215332031,39.849998474121094,33.599998474121094,35.29999923706055,34.54999923706055,361000,34.54999923706055,-0.75,20.579999923706055,19.940000534057617,19.940000534057617,20.239999771118164,2055000,20.239999771118164,0.2999992370605469,4.599999904632568,4.260000228881836,4.46999979019165,4.380000114440918,5107000,4.380000114440918,-0.08999967575073242
2020-01-16,38.709678649902344,38.254268646240234,38.700191497802734,38.52941131591797,16216422.0,37.01725769042969,-0.17078018188476562,50.61000061035156,50.220001220703125,50.58000183105469,50.5099983215332,3078300.0,49.10869216918945,-0.07000350952148438,35.900001525878906,31.274999618530273,35.75,32.25,692100,32.25,-3.5,21.8700008392334,20.770000457763672,21.68000030517578,21.010000228881836,4918400,21.010000228881836,-0.6700000762939453,4.849999904632568,4.489999771118164,4.5,4.78000020980835,4380200,4.78000020980835,0.2800002098083496
2020-01-17,38.71916580200195,38.34914779663086,38.49146270751953,38.43453598022461,23083970.0,36.92610549926758,-0.056926727294921875,51.54999923706055,51.15999984741211,51.439998626708984,51.33000183105469,2685900.0,49.905948638916016,-0.10999679565429688,33.599998474121094,30.329999923706055,33.04999923706055,33.18000030517578,615100,33.18000030517578,0.13000106811523438,21.5,20.549999237060547,21.5,20.6200008392334,3348400,20.6200008392334,-0.8799991607666016,5.809999942779541,4.760000228881836,4.880000114440918,5.739999771118164,9559900,5.739999771118164,0.8599996566772461
2020-01-21,38.57685089111328,38.13093185424805,38.311195373535156,38.27324676513672,23115696.0,36.77114486694336,-0.0379486083984375,51.040000915527344,50.47999954223633,50.47999954223633,50.79999923706055,1964100.0,49.39064407348633,0.31999969482421875,36.540000915527344,33.51300048828125,33.790000915527344,36.540000915527344,264500,36.540000915527344,2.75,21.489999771118164,20.645000457763672,20.790000915527344,20.940000534057617,2089600,20.940000534057617,0.14999961853027344,9.989999771118164,7.320000171661377,9.149999618530273,9.819999694824219,55305200,9.819999694824219,0.6700000762939453
2020-01-22,38.339656829833984,37.92219924926758,38.254268646240234,38.13093185424805,18097812.0,36.63441848754883,-0.1233367919921875,51.0,50.33000183105469,51.0,50.45000076293945,1924000.0,49.050357818603516,-0.5499992370605469,39.029998779296875,36.75,37.61000061035156,38.880001068115234,318200,38.880001068115234,1.2700004577636719,23.200000762939453,21.700000762939453,22.079999923706055,21.969999313354492,10920700,21.969999313354492,-0.1100006103515625,8.5,6.800000190734863,8.380000114440918,7.090000152587891,16921200,7.090000152587891,-1.2899999618530273
2020-01-23,38.73814010620117,38.074005126953125,38.13093185424805,38.62428665161133,27148510.0,37.1084098815918,0.49335479736328125,50.349998474121094,49.9900016784668,50.33000183105469,50.20000076293945,1560800.0,48.80729675292969,-0.13000106811523438,37.54999923706055,35.310001373291016,37.209999084472656,36.70000076293945,192900,36.70000076293945,-0.5099983215332031,22.649999618530273,21.399999618530273,22.170000076293945,21.469999313354492,3663900,21.469999313354492,-0.7000007629394531,8.140000343322754,7.239999771118164,7.880000114440918,7.659999847412109,16709400,7.659999847412109,-0.2200002670288086
2020-01-24,38.870967864990234,37.609107971191406,38.842506408691406,37.779884338378906,34143698.0,36.297149658203125,-1.0626220703125,50.619998931884766,49.20000076293945,50.52000045776367,49.279998779296875,4466500.0,47.912818908691406,-1.2400016784667969,35.900001525878906,33.566001892089844,35.31999969482422,34.9900016784668,209700,34.9900016784668,-0.3299980163574219,21.878999710083008,20.899999618530273,21.600000381469727,21.1200008392334,2947800,21.1200008392334,-0.4799995422363281,8.119999885559082,7.510000228881836,7.989999771118164,7.800000190734863,10553600,7.800000190734863,-0.18999958038330078
2020-01-27,38.35863494873047,37.23908996582031,37.390892028808594,38.10246658325195,31964026.0,36.60707092285156,0.7115745544433594,49.06999969482422,48.61000061035156,48.90999984741211,48.900001525878906,2265600.0,47.54336166381836,-0.009998321533203125,34.53499984741211,32.75,33.2400016784668,33.20000076293945,120000,33.20000076293945,-0.04000091552734375,23.1200008392334,21.1200008392334,22.100000381469727,22.739999771118164,10294700,22.739999771118164,0.6399993896484375,9.319999694824219,8.3100004196167,9.229999542236328,8.5,16742100,8.5,-0.7299995422363281
2020-01-28,37.466793060302734,36.00569152832031,37.305503845214844,36.18595886230469,70202408.0,34.765777587890625,-1.1195449829101562,49.709999084472656,49.310001373291016,49.5,49.599998474121094,1765400.0,48.22393798828125,0.09999847412109375,34.83000183105469,32.599998474121094,34.040000915527344,34.220001220703125,165200,34.220001220703125,0.18000030517578125,23.5,21.850000381469727,23.5,22.360000610351562,5649300,22.360000610351562,-1.1399993896484375,8.170000076293945,7.010000228881836,8.010000228881836,7.170000076293945,8664300,7.170000076293945,-0.8400001525878906
2020-01-29,36.41366195678711,35.62618637084961,36.16698455810547,35.65464782714844,34165726.0,34.25531768798828,-0.5123367309570312,50.11000061035156,49.630001068115234,50.09000015258789,49.65999984741211,4044800.0,48.28227615356445,-0.43000030517578125,33.95000076293945,31.739999771118164,33.95000076293945,31.799999237060547,184200,31.799999237060547,-2.1500015258789062,22.34000015258789,20.450000762939453,22.229999542236328,20.549999237060547,4671900,20.549999237060547,-1.6800003051757812,7.340000152587891,6.260000228881836,7.21999979019165,6.840000152587891,5591100,6.840000152587891,-0.37999963760375977
2020-01-30,35.265655517578125,34.810245513916016,35.199241638183594,35.1707763671875,32316589.0,34.1356086730957,-0.02846527099609375,49.38999938964844,48.939998626708984,49.369998931884766,49.09000015258789,5974200.0,47.728092193603516,-0.279998779296875,31.190000534057617,28.579999923706055,30.700000762939453,29.899999618530273,228600,29.899999618530273,-0.8000011444091797,21.739999771118164,20.799999237060547,21.049999237060547,20.989999771118164,3061800,20.989999771118164,-0.05999946594238281,7.099999904632568,6.730000019073486,7.03000020980835,7.0,3738800,7.0,-0.03000020980834961
2020-01-31,35.531307220458984,35.00948715209961,35.04743957519531,35.332069396972656,33894005.0,34.29215621948242,0.28462982177734375,49.18000030517578,48.470001220703125,49.18000030517578,48.70000076293945,4129300.0,47.348907470703125,-0.4799995422363281,30.950000762939453,28.5,30.360000610351562,29.209999084472656,138700,29.209999084472656,-1.1500015258789062,21.31999969482422,20.049999237060547,21.139999389648438,20.510000228881836,2833600,20.510000228881836,-0.6299991607666016,7.789999961853027,6.789999961853027,7.210000038146973,7.619999885559082,6765900,7.619999885559082,0.4099998474121094
2020-02-03,36.09108352661133,35.38899230957031,35.54079818725586,35.588233947753906,20875735.0,34.54077911376953,0.047435760498046875,48.93000030517578,48.45000076293945,48.619998931884766,48.5099983215332,1990900.0,47.16417694091797,-0.1100006103515625,30.690000534057617,28.780000686645508,29.799999237060547,30.270000457763672,177600,30.270000457763672,0.470001220703125,21.059999465942383,19.700000762939453,20.65999984741211,20.3799991607666,3155400,20.3799991607666,-0.2800006866455078,7.429999828338623,6.75,7.260000228881836,6.809999942779541,4206800,6.809999942779541,-0.4500002861022949
2020-02-04,36.28083419799805,35.70208740234375,36.129032135009766,35.75901412963867,31150865.0,34.70653533935547,-0.37001800537109375,49.09000015258789,48.720001220703125,48.7599983215332,48.7599983215332,1698800.0,47.40724563598633,0.0,32.91999816894531,29.170000076293945,29.170000076293945,32.91999816894531,137600,32.91999816894531,3.749998092651367,20.8799991607666,19.75,20.09000015258789,20.8700008392334,1824400,20.8700008392334,0.7800006866455078,7.070000171661377,6.550000190734863,6.630000114440918,7.010000228881836,4168300,7.010000228881836,0.38000011444091797
2020-02-05,36.593929290771484,35.882354736328125,35.91081619262695,36.214420318603516,29443490.0,35.148536682128906,0.3036041259765625,49.849998474121094,49.22999954223633,49.459999084472656,49.72999954223633,2303000.0,48.35033416748047,0.2700004577636719,34.0,28.690000534057617,34.0,29.25,405000,29.25,-4.75,21.200000762939453,19.670000076293945,20.989999771118164,20.049999237060547,2656800,20.049999237060547,-0.9400005340576172,7.010000228881836,6.590000152587891,6.900000095367432,6.96999979019165,2158500,6.96999979019165,0.06999969482421875
2020-02-06,36.52751541137695,36.08159255981445,36.47058868408203,36.299808502197266,21047748.0,35.231414794921875,-0.17078018188476562,50.099998474121094,49.5,49.689998626708984,50.029998779296875,2531000.0,48.64200973510742,0.3400001525878906,32.93000030517578,29.68000030517578,32.0,32.93000030517578,387400,32.93000030517578,0.9300003051757812,20.31999969482422,19.700000762939453,20.270000457763672,19.8799991607666,1929700,19.8799991607666,-0.3900012969970703,6.980000019073486,6.710000038146973,6.889999866485596,6.840000152587891,1457600,6.840000152587891,-0.04999971389770508
2020-02-07,36.43263626098633,35.986717224121094,36.39468765258789,36.10057067871094,21903596.0,35.03803634643555,-0.2941169738769531,49.91999816894531,49.369998931884766,49.88999938964844,49.400001525878906,1995500.0,48.02949142456055,-0.48999786376953125,32.4900016784668,30.06999969482422,31.8799991607666,30.8799991607666,166700,30.8799991607666,-1.0,23.389999389648438,19.790000915527344,19.790000915527344,23.239999771118164,10144200,23.239999771118164,3.4499988555908203,6.889999866485596,6.260000228881836,6.760000228881836,6.309999942779541,2607200,6.309999942779541,-0.4500002861022949
2020-02-10,36.26185989379883,35.7874755859375,36.25237274169922,35.87286376953125,19998385.0,34.81703567504883,-0.37950897216796875,49.939998626708984,49.349998474121094,49.4900016784668,49.90999984741211,1983200.0,48.52534103393555,0.4199981689453125,32.150001525878906,30.110000610351562,30.989999771118164,32.119998931884766,121700,32.119998931884766,1.1299991607666016,23.950000762939453,22.382999420166016,23.5,23.649999618530273,9356800,23.649999618530273,0.14999961853027344,7.389999866485596,6.429999828338623,6.429999828338623,7.019999980926514,6183600,7.019999980926514,0.5900001525878906
2020-02-11,36.17647171020508,35.8254280090332,35.948768615722656,36.138519287109375,16027335.0,35.07487106323242,0.18975067138671875,49.97999954223633,49.540000915527344,49.939998626708984,49.779998779296875,1848800.0,48.39894485473633,-0.15999984741210938,31.479999542236328,29.799999237060547,31.479999542236328,30.709999084472656,175300,30.709999084472656,-0.7700004577636719,22.739999771118164,21.280000686645508,22.09000015258789,21.350000381469727,6188300,21.350000381469727,-0.7399997711181641,7.349999904632568,6.699999809265137,6.929999828338623,7.210000038146973,2429000,7.210000038146973,0.2800002098083496
2020-02-12,36.2333984375,35.7874755859375,36.138519287109375,35.806453704833984,22944315.0,34.75257873535156,-0.3320655822753906,49.79999923706055,49.36000061035156,49.75,49.58000183105469,2483000.0,48.204498291015625,-0.1699981689453125,31.100000381469727,29.0,30.0,29.559999465942383,157700,29.559999465942383,-0.4400005340576172,19.670000076293945,18.5,19.639999389648438,19.010000228881836,19231800,19.010000228881836,-0.6299991607666016,7.690000057220459,7.110000133514404,7.199999809265137,7.309999942779541,2715000,7.309999942779541,0.1100001335144043
2020-02-13,35.65464782714844,35.0,35.65464782714844,35.0379524230957,22099745.0,34.00669860839844,-0.6166954040527344,49.75,48.779998779296875,48.810001373291016,49.33000183105469,2807500.0,47.96143341064453,0.5200004577636719,30.639999389648438,29.079999923706055,29.510000228881836,30.639999389648438,107100,30.639999389648438,1.1299991607666016,19.799999237060547,18.889999389648438,19.360000610351562,19.045000076293945,6837000,19.045000076293945,-0.3150005340576172,8.050000190734863,7.510000228881836,7.599999904632568,7.789999961853027,4408600,7.789999961853027,0.19000005722045898
2020-02-14,35.14231491088867,34.554080963134766,35.07590103149414,34.639469146728516,21006747.0,33.61994171142578,-0.436431884765625,48.220001220703125,47.400001525878906,48.189998626708984,47.849998474121094,6665400.0,46.522491455078125,-0.3400001525878906,31.56999969482422,29.719999313354492,31.0,30.75,128700,30.75,-0.25,19.290000915527344,18.850000381469727,19.270000457763672,19.0,5384500,19.0,-0.2700004577636719,8.079999923706055,7.320000171661377,8.050000190734863,7.679999828338623,2732800,7.679999828338623,-0.37000036239624023
2020-02-18,34.7912712097168,34.411766052246094,34.67741775512695,34.45920181274414,17988513.0,33.444976806640625,-0.2182159423828125,49.2599983215332,48.59000015258789,48.959999084472656,49.11000061035156,3927900.0,47.747535705566406,0.15000152587890625,31.540000915527344,30.260000228881836,30.489999771118164,31.540000915527344,66200,31.540000915527344,1.0500011444091797,19.350000381469727,18.56999969482422,19.139999389648438,18.90999984741211,4121900,18.90999984741211,-0.22999954223632812,8.180000305175781,7.559999942779541,7.690000057220459,7.989999771118164,2577100,7.989999771118164,0.2999997138977051
2020-02-19,34.629981994628906,34.35483932495117,34.53510284423828,34.37381362915039,17750941.0,33.36210632324219,-0.16128921508789062,49.560001373291016,49.060001373291016,49.36000061035156,49.310001373291016,3269000.0,47.941986083984375,-0.049999237060546875,32.290000915527344,30.75,31.5,32.25,253800,32.25,0.75,19.239999771118164,18.725000381469727,19.09000015258789,18.920000076293945,3148000,18.920000076293945,-0.1700000762939453,8.029999732971191,7.630000114440918,7.860000133514404,7.949999809265137,2132000,7.949999809265137,0.08999967575073242
2020-02-20,34.2125244140625,33.5958251953125,33.880455017089844,34.013282775878906,42953135.0,33.012184143066406,0.1328277587890625,49.18000030517578,48.65999984741211,48.880001068115234,48.939998626708984,3000200.0,47.58224868774414,0.05999755859375,32.58000183105469,31.0049991607666,31.719999313354492,32.380001068115234,152200,32.380001068115234,0.6600017547607422,19.170000076293945,18.420000076293945,18.860000610351562,18.540000915527344,4562200,18.540000915527344,-0.31999969482421875,8.0600004196167,7.760000228881836,7.880000114440918,7.940000057220459,2355000,7.940000057220459,0.059999942779541016
2020-02-21,33.98482131958008,33.709678649902344,33.927894592285156,33.88994216918945,32425256.0,32.89247131347656,-0.037952423095703125,50.25,49.68000030517578,49.880001068115234,50.16999816894531,4105800.0,48.77812194824219,0.2899971008300781,32.459999084472656,31.270000457763672,31.799999237060547,32.349998474121094,158700,32.349998474121094,0.5499992370605469,18.549999237060547,17.90999984741211,18.469999313354492,18.229999542236328,3651100,18.229999542236328,-0.23999977111816406,7.940000057220459,7.630000114440918,7.869999885559082,7.71999979019165,1804300,7.71999979019165,-0.15000009536743164
2020-02-24,33.58633804321289,32.82732391357422,33.244781494140625,32.89373779296875,37969296.0,31.92559242248535,-0.351043701171875,48.70000076293945,47.59000015258789,48.25,47.59000015258789,4537600.0,46.26970291137695,-0.6599998474121094,31.100000381469727,29.139999389648438,30.0,30.600000381469727,148400,30.600000381469727,0.6000003814697266,19.280000686645508,18.299999237060547,19.229999542236328,18.59000015258789,7605400,18.59000015258789,-0.6399993896484375,8.5,7.929999828338623,8.3100004196167,8.15999984741211,5044200,8.15999984741211,-0.15000057220458984
2020-02-25,32.96015167236328,31.982921600341797,32.90322494506836,32.191650390625,41878898.0,31.244165420532227,-0.7115745544433594,48.099998474121094,46.689998626708984,48.06999969482422,47.08000183105469,4347100.0,45.77385330200195,-0.9899978637695312,33.959999084472656,30.0,30.0,33.439998626708984,201500,33.439998626708984,3.4399986267089844,26.549999237060547,20.510000228881836,22.149999618530273,23.760000228881836,65001900,23.760000228881836,1.6100006103515625,8.300000190734863,7.699999809265137,8.210000038146973,7.949999809265137,2947800,7.949999809265137,-0.26000022888183594
2020-02-26,33.406070709228516,32.27703857421875,32.48576736450195,32.94117736816406,47920005.0,31.971633911132812,0.4554100036621094,47.97999954223633,47.27000045776367,47.52000045776367,47.56999969482422,3900300.0,46.25025939941406,0.049999237060546875,34.38999938964844,31.549999237060547,31.850000381469727,33.75,213300,33.75,1.8999996185302734,29.979999542236328,27.079999923706055,29.049999237060547,29.15999984741211,76444500,29.15999984741211,0.1100006103515625,11.210000038146973,8.319999694824219,8.649999618530273,9.220000267028809,24614800,9.220000267028809,0.5700006484985352
2020-02-27,33.880455017089844,32.35293960571289,32.67552185058594,32.35293960571289,55444827.0,31.40070915222168,-0.3225822448730469,46.5,45.04999923706055,46.38999938964844,45.06999969482422,4055800.0,44.71255111694336,-1.3199996948242188,33.970001220703125,31.048999786376953,31.450000762939453,33.880001068115234,112400,33.880001068115234,2.4300003051757812,36.0,23.049999237060547,35.880001068115234,26.15999984741211,68256300,26.15999984741211,-9.720001220703125,11.880000114440918,9.800000190734863,11.100000381469727,11.800000190734863,27547100,11.800000190734863,0.6999998092651367
2020-02-28,32.20113754272461,30.863378524780273,31.774194717407227,31.707780838012695,66071993.0,30.774539947509766,-0.06641387939453125,44.06999969482422,42.959999084472656,43.689998626708984,43.79999923706055,5656500.0,43.4526252746582,0.1100006103515625,35.099998474121094,32.849998474121094,33.400001525878906,35.099998474121094,234400,35.099998474121094,1.6999969482421875,25.950000762939453,22.014999389648438,23.3799991607666,25.93000030517578,24253700,25.93000030517578,2.5500011444091797,17.709999084472656,12.720000267028809,14.9399995803833,16.0,36373200,16.0,1.0600004196166992
2020-03-02,33.159393310546875,31.736242294311523,32.17267608642578,33.092979431152344,42034469.0,32.11896896362305,0.9203033447265625,45.869998931884766,44.349998474121094,44.45000076293945,45.869998931884766,6134400.0,45.50620651245117,1.4199981689453125,36.599998474121094,34.0,35.0099983215332,36.599998474121094,185100,36.599998474121094,1.5900001525878906,30.75,25.209999084472656,27.0,29.8799991607666,33084000,29.8799991607666,2.8799991607666016,14.0,11.489999771118164,13.960000038146973,12.020000457763672,14261700,12.020000457763672,-1.9399995803833008
2020-03-03,33.946868896484375,32.12523651123047,33.37760925292969,32.542694091796875,46174475.0,31.584877014160156,-0.8349151611328125,46.650001525878906,45.119998931884766,46.47999954223633,45.52000045776367,4247800.0,45.15898513793945,-0.9599990844726562,40.99800109863281,36.599998474121094,36.650001525878906,38.47999954223633,297900,38.47999954223633,1.8299980163574219,28.600000381469727,26.600000381469727,27.804000854492188,27.90999984741211,17599100,27.90999984741211,0.10599899291992188,11.109999656677246,9.920000076293945,10.5600004196167,10.779999732971191,9957300,10.779999732971191,0.2199993133544922
2020-03-04,34.5920295715332,33.159393310546875,33.30170822143555,34.53510284423828,38712155.0,33.51865005493164,1.2333946228027344,48.689998626708984,46.7400016784668,47.279998779296875,48.599998474121094,3337400.0,48.21455383300781,1.3199996948242188,39.29999923706055,38.0,39.0,39.189998626708984,127100,39.189998626708984,0.18999862670898438,28.719999313354492,26.799999237060547,27.989999771118164,27.489999771118164,11817700,27.489999771118164,-0.5,12.350000381469727,10.100000381469727,10.119999885559082,11.319999694824219,10977400,11.319999694824219,1.1999998092651367
2020-03-05,34.326377868652344,33.35863494873047,33.82352828979492,33.64326477050781,35096303.0,32.653053283691406,-0.18026351928710938,48.65999984741211,47.540000915527344,47.58000183105469,48.380001068115234,5756900.0,47.99630355834961,0.7999992370605469,38.060001373291016,35.63999938964844,37.709999084472656,37.119998931884766,77000,37.119998931884766,-0.5900001525878906,28.950000762939453,26.53499984741211,27.489999771118164,28.010000228881836,14670000,28.010000228881836,0.5200004577636719,13.399999618530273,11.710000038146973,11.850000381469727,12.869999885559082,14057100,12.869999885559082,1.0199995040893555
2020-03-06,33.36812210083008,32.371917724609375,32.92219924926758,33.225807189941406,40931036.0,32.24788284301758,0.3036079406738281,47.63999938964844,46.72999954223633,47.25,47.52000045776367,3439100.0,47.143123626708984,0.2700004577636719,40.94599914550781,35.61000061035156,37.619998931884766,38.09000015258789,279200,38.09000015258789,0.470001220703125,29.799999237060547,27.670000076293945,27.979999542236328,29.610000610351562,21097500,29.610000610351562,1.6300010681152344,14.25,11.579999923706055,13.829999923706055,12.479999542236328,13250800,12.479999542236328,-1.3500003814697266
2020-03-09,32.91271209716797,31.461101531982422,31.745731353759766,32.03036117553711,43183856.0,31.08762550354004,0.28462982177734375,46.650001525878906,44.9900016784668,45.540000915527344,45.22999954223633,5031200.0,44.87128448486328,-0.3100013732910156,35.900001525878906,32.400001525878906,35.150001525878906,33.47999954223633,190200,33.47999954223633,-1.6700019836425781,30.0,24.15999984741211,30.0,24.290000915527344,14124100,24.290000915527344,-5.709999084472656,13.0,9.600000381469727,12.510000228881836,10.020000457763672,8328800,10.020000457763672,-2.489999771118164
2020-03-10,32.88425064086914,31.31878662109375,32.79886245727539,32.81783676147461,40548329.0,31.851924896240234,0.01897430419921875,46.95000076293945,44.97999954223633,45.849998474121094,46.900001525878906,9144800.0,46.52804183959961,1.0500030517578125,35.83000183105469,31.45199966430664,35.08000183105469,33.959999084472656,327500,33.959999084472656,-1.1200027465820312,25.940000534057617,21.280000686645508,25.709999084472656,22.34000015258789,13019500,22.34000015258789,-3.3699989318847656,12.479999542236328,10.350000381469727,12.470000267028809,10.649999618530273,12365400,10.649999618530273,-1.8200006484985352
2020-03-11,32.14421463012695,30.03795051574707,32.03036117553711,30.521821975708008,65350213.0,29.623485565185547,-1.5085391998291016,45.810001373291016,44.099998474121094,45.599998474121094,44.58000183105469,5829400.0,44.2264404296875,-1.0199966430664062,34.095001220703125,31.0,33.400001525878906,32.16999816894531,119000,32.16999816894531,-1.2300033569335938,25.749000549316406,22.52400016784668,22.540000915527344,23.610000610351562,14809600,23.610000610351562,1.0699996948242188,10.800000190734863,9.319999694824219,10.510000228881836,10.510000228881836,9052100,10.510000228881836,0.0
2020-03-12,30.360530853271484,28.462997436523438,28.918405532836914,28.48197364807129,62731445.0,27.6436767578125,-0.436431884765625,41.58000183105469,39.470001220703125,41.29999923706055,40.7599983215332,5412900.0,40.43673324584961,-0.5400009155273438,30.395000457763672,28.0,28.989999771118164,28.549999237060547,184100,28.549999237060547,-0.4400005340576172,24.280000686645508,21.899999618530273,22.899999618530273,22.299999237060547,11305300,22.299999237060547,-0.6000003814697266,10.470000267028809,9.149999618530273,9.510000228881836,9.289999961853027,5488400,9.289999961853027,-0.2200002670288086
